price_per_month,county,space_type,months_since_listed,min_size_sqft,years_since_built
9750.0,Washington County,Retail,0,6500,64.0
4854.5,Washington County,Office,1,3650,39.0
5390.0,Washington County,Retail,1,1540,-1.0
6810.3,Washington County,Retail,1,2070,-1.0
6810.3,Washington County,Retail,1,2070,-1.0
5066.6,Washington County,Retail,1,1540,-1.0
3200.0,Washington County,Flex,6,1600,-1.0
38930.0,Washington County,Industrial,6,45800,6.0
395.93,Washington County,Medical,2,2329,19.0
6524.0,Washington County,Office/Medical,3,3262,27.0
2137.5,Washington County,Office/Medical,3,1125,27.0
3332.5,Utah County,Retail,1,1333,4.0
40314.95,Salt Lake County,Office,0,10985,3.0
87845.12,Salt Lake County,Office,0,23936,3.0
23939.41,Salt Lake County,Office,0,6523,3.0
59340.0,Salt Lake County,Office,0,15824,3.0
13083.75,Salt Lake County,Office,0,3489,3.0
9950.34,Salt Lake County,Office,0,2598,3.0
46840.9,Salt Lake County,Office,0,12230,3.0
89913.75,Salt Lake County,Office,0,23977,3.0
23975.940000000002,Salt Lake County,Office,8,9293,19.0
20226.010000000002,Salt Lake County,Office,8,7147,19.0
9905.0,Salt Lake County,Office,8,3500,19.0
33252.5,Salt Lake County,Office,8,11750,19.0
9226.880000000001,Salt Lake County,Office,28,4436,105.0
9193.6,Salt Lake County,Office,28,4420,105.0
8355.36,Salt Lake County,Office,28,4017,105.0
8877.44,Salt Lake County,Office,28,4268,105.0
8877.44,Salt Lake County,Office,28,4268,105.0
8877.44,Salt Lake County,Office,28,4268,105.0
8877.44,Salt Lake County,Office,28,4268,105.0
9944.44,Salt Lake County,Office,28,4268,105.0
9944.44,Salt Lake County,Office,28,4268,105.0
9944.44,Salt Lake County,Office,28,4268,105.0
14446.0,Salt Lake County,Office,2,6200,28.0
16995.02,Salt Lake County,Office,2,7294,28.0
65298.25,Salt Lake County,Office,2,28025,28.0
65086.22,Salt Lake County,Office,2,27934,28.0
8906.25,Salt Lake County,Industrial,0,9375,66.0
8762.5,Salt Lake County,Office,5,3505,4.0
28961.489999999998,Salt Lake County,Office,4,10847,4.0
995.91,Salt Lake County,Office,4,373,4.0
3105.21,Salt Lake County,Office,4,1163,4.0
13350.0,Salt Lake County,Office,4,5000,4.0
9195.48,Salt Lake County,Office,2,3444,40.0
30301.829999999998,Salt Lake County,Office,2,11349,40.0
2069.25,Salt Lake County,Office,2,775,40.0
39921.84,Salt Lake County,Office,2,14952,40.0
4984.889999999999,Salt Lake County,Office,2,1867,40.0
15477.99,Salt Lake County,Office,2,5797,40.0
6464.07,Salt Lake County,Office,2,2421,40.0
25258.2,Salt Lake County,Office,2,9460,40.0
3174.63,Salt Lake County,Office,2,1189,40.0
39513.33,Salt Lake County,Office,2,14799,40.0
13163.1,Salt Lake County,Office,2,4930,40.0
2371.4,Salt Lake County,Office/Medical,3,1420,38.0
1423.8899999999999,Salt Lake County,Office/Medical,0,1217,33.0
1200.0,Salt Lake County,Office/Retail,0,500,49.0
4683.12,Salt Lake County,Industrial,0,8216,69.0
1328.5,Salt Lake County,Industrial,0,13285,5.0
2330.0,Salt Lake County,Retail,0,1000,74.0
4992.0,Salt Lake County,Retail,0,1600,0.0
28254.0,Salt Lake County,Industrial,0,33240,56.0
4628.4,Salt Lake County,Flex,0,8120,38.0
6016.08,Salt Lake County,Retail,0,3581,27.0
2017.17,Salt Lake County,Flex,0,2169,46.0
2621.97,Salt Lake County,Office,3,2241,51.0
1464.84,Salt Lake County,Office/Medical,3,1252,51.0
1456.6499999999999,Salt Lake County,Office/Medical,3,1245,51.0
479.7,Salt Lake County,Office,3,410,51.0
4808.25,Salt Lake County,Flex,9,6411,43.0
5202.75,Salt Lake County,Flex,9,6937,43.0
9400.5,Salt Lake County,Industrial,9,12534,43.0
5018.25,Salt Lake County,Flex,9,6691,43.0
4050.0,Salt Lake County,Flex,9,5400,43.0
4175.0,Salt Lake County,Retail,0,2500,114.0
5700.0,Salt Lake County,Retail,0,3800,114.0
6210.0,Salt Lake County,Industrial,1,6750,47.0
1658.79,Salt Lake County,Retail,1,7899,106.0
8495.199999999999,Salt Lake County,Retail,1,1640,59.0
4755.53,Salt Lake County,Office,1,2041,17.0
4000.0,Salt Lake County,Retail,1,2000,29.0
17007.5,Salt Lake County,Industrial,1,13606,16.0
3500.0,Salt Lake County,Office,1,2800,16.0
19430.18,Salt Lake County,Office/Medical,1,8029,26.0
2714.4,Salt Lake County,Industrial,1,2088,37.0
9768.0,Salt Lake County,Flex,1,13200,28.0
7739.65,Salt Lake County,Industrial,0,8147,51.0
11169.0,Salt Lake County,Industrial,0,14892,51.0
15756.160000000002,Salt Lake County,Industrial,0,28136,51.0
6771.200000000001,Salt Lake County,Industrial,1,7360,36.0
9752.0,Salt Lake County,Industrial,1,10600,36.0
13032.0,Salt Lake County,Industrial,1,13032,57.0
5869.5,Salt Lake County,Retail,1,3913,77.0
9740.7,Salt Lake County,Industrial,4,10823,90.0
6120.0,Salt Lake County,Office,2,3000,120.0
3944.7599999999998,Salt Lake County,Office,2,2778,18.0
1606.0,Salt Lake County,Office,5,1100,26.0
2625.0,Salt Lake County,Industrial,1,2500,50.0
11151.63,Salt Lake County,Office,2,5139,59.0
728.8199999999999,Salt Lake County,Industrial,2,12147,7.0
53738.82,Salt Lake County,Office,2,20511,27.0
13592.560000000001,Salt Lake County,Office,2,5188,27.0
29844.420000000002,Salt Lake County,Office,2,11391,27.0
60522.0,Salt Lake County,Office,2,23100,27.0
19757.420000000002,Salt Lake County,Office,2,7541,27.0
24117.100000000002,Salt Lake County,Office,2,9205,27.0
60597.98,Salt Lake County,Office,2,23129,27.0
45585.380000000005,Salt Lake County,Office,2,17399,27.0
27599.08,Salt Lake County,Office,2,10534,27.0
60642.520000000004,Salt Lake County,Office,2,23146,27.0
2400.0,Salt Lake County,Industrial,2,2000,61.0
2400.0,Salt Lake County,Industrial,2,2000,61.0
3000.0,Salt Lake County,Office,2,2000,61.0
12000.0,Salt Lake County,Industrial,2,10000,61.0
12097.62,Salt Lake County,Office,2,4689,26.0
7487.900000000001,Salt Lake County,Office,1,2815,17.0
622.5,Salt Lake County,Office,1,249,17.0
965.0,Salt Lake County,Office,1,386,17.0
700.0,Salt Lake County,Office,1,280,17.0
700.0,Salt Lake County,Office,1,280,17.0
1162.5,Salt Lake County,Office,1,465,17.0
775.0,Salt Lake County,Office,1,310,17.0
775.0,Salt Lake County,Office,1,310,17.0
907.5,Salt Lake County,Office,1,363,17.0
11650.0,Salt Lake County,Office,2,5000,25.0
28600.000000000004,Salt Lake County,Industrial,2,52000,45.0
49541.1,Salt Lake County,Office,2,22830,27.0
6352.5,Salt Lake County,Industrial,3,5250,38.0
8207.0,Salt Lake County,Office,3,2900,46.0
6046.04,Salt Lake County,Office,3,3926,50.0
6486.4800000000005,Salt Lake County,Office,3,4212,50.0
19712.7,Salt Lake County,Flex,3,18774,50.0
4050.0000000000005,Salt Lake County,Office,3,2500,50.0
4500.0,Salt Lake County,Industrial,3,3000,17.0
8250.0,Salt Lake County,Industrial,3,7500,50.0
16249.2,Salt Lake County,Industrial,3,14772,50.0
7767.76,Salt Lake County,Office,3,5044,41.0
15535.52,Salt Lake County,Office,3,10088,41.0
18767.98,Salt Lake County,Office,3,12187,41.0
1104.0,Salt Lake County,Office,3,1200,24.0
4882.41,Salt Lake County,Office,0,4173,41.0
9188.01,Salt Lake County,Office,0,7853,41.0
8350.0,Salt Lake County,Retail,3,5000,34.0
8014.5,Salt Lake County,Retail,3,2466,2.0
10560.0,Salt Lake County,Industrial,3,12000,34.0
2499.72,Salt Lake County,Office,4,1689,35.0
2459.3399999999997,Salt Lake County,Office,1,2102,45.0
3624.66,Salt Lake County,Office,1,3098,45.0
696.15,Salt Lake County,Office,1,595,45.0
274.95,Salt Lake County,Office,1,235,45.0
189.54,Salt Lake County,Office,1,162,45.0
3621.1499999999996,Salt Lake County,Office,1,3095,45.0
5059.08,Salt Lake County,Office,9,4324,41.0
2888.73,Salt Lake County,Office,9,2469,41.0
2544.75,Salt Lake County,Office,9,2175,41.0
1867.0,Salt Lake County,Office,0,1867,51.0
3452.0,Salt Lake County,Office,0,3452,51.0
1585.0,Salt Lake County,Office,0,1585,51.0
18814.219999999998,Salt Lake County,Office/Medical,5,11266,25.0
5060.099999999999,Salt Lake County,Office/Medical,5,3030,25.0
7711.5,Salt Lake County,Office,4,5141,39.0
7711.5,Salt Lake County,Office,4,5141,39.0
30600.0,Salt Lake County,Industrial,4,8500,21.0
4373.25,Salt Lake County,Industrial,4,5145,14.0
7732.620000000001,Salt Lake County,Office,4,5814,59.0
6547.740000000001,Salt Lake County,Office,4,3578,55.0
77125.0,Salt Lake County,Industrial,4,61700,37.0
2085.98,Salt Lake County,Office,1,1469,51.0
1169.0,Salt Lake County,Office,1,700,51.0
14503.050000000001,Salt Lake County,Industrial,4,10743,33.0
5524.75,Salt Lake County,Office,2,3157,28.0
4570.0199999999995,Salt Lake County,Office,0,2106,131.0
3205.0899999999997,Salt Lake County,Office,0,1477,131.0
18017.51,Salt Lake County,Office,0,8303,131.0
3641.2599999999998,Salt Lake County,Office,5,1678,36.0
4459.349999999999,Salt Lake County,Office,5,2055,36.0
1992.06,Salt Lake County,Office,5,918,36.0
3311.42,Salt Lake County,Office,5,1526,36.0
13720.0,Salt Lake County,Industrial,5,10976,47.0
14250.0,Salt Lake County,Flex,5,15000,35.0
879.8,Salt Lake County,Office,0,530,36.0
1638.4199999999998,Salt Lake County,Office,0,987,36.0
2430.24,Salt Lake County,Office,0,1464,36.0
2129.7799999999997,Salt Lake County,Office,0,1283,36.0
2056.74,Salt Lake County,Office/Medical,0,1239,36.0
6160.0,Salt Lake County,Office,5,8000,49.0
9715.0,Salt Lake County,Industrial,5,9715,67.0
9490.0,Salt Lake County,Retail,6,3250,40.0
28000.0,Salt Lake County,Industrial,6,40000,29.0
3396.25,Salt Lake County,Retail,6,1235,113.0
10351.0,Salt Lake County,Retail,6,3764,113.0
8783.5,Salt Lake County,Retail,6,3194,113.0
8098.75,Salt Lake County,Retail,6,2945,113.0
3396.25,Salt Lake County,Retail,6,1235,113.0
4508.0,Salt Lake County,Office,2,2254,25.0
7997.400000000001,Salt Lake County,Industrial,6,7405,19.0
12777.5,Salt Lake County,Retail,6,5111,112.0
3330.0000000000005,Salt Lake County,Flex,6,3000,54.0
1425.0,Salt Lake County,Industrial,5,1500,63.0
6935.0,Salt Lake County,Industrial,5,7300,63.0
6650.0,Salt Lake County,Industrial,5,7000,63.0
5937.5,Salt Lake County,Industrial,5,6250,63.0
3990.0,Salt Lake County,Industrial,5,4200,63.0
2194.4,Salt Lake County,Retail,7,1055,1.0
53109.0,Salt Lake County,Office,7,17703,48.0
11174.24,Salt Lake County,Office,7,3628,48.0
6434.12,Salt Lake County,Office,7,2089,48.0
6961.5,Salt Lake County,Industrial,3,7735,29.0
98760.09,Salt Lake County,Industrial,7,253231,15.0
1800.0,Salt Lake County,Flex,7,2000,27.0
10626.0,Salt Lake County,Office/Retail,0,3036,10.0
7973.0,Salt Lake County,Retail,0,2278,10.0
42333.770000000004,Salt Lake County,Office,7,18169,113.0
7180.53,Salt Lake County,Office,7,3309,113.0
49719.87,Salt Lake County,Office,7,21339,113.0
16251.75,Salt Lake County,Office,7,6975,113.0
105852.5,Salt Lake County,Office,7,42341,113.0
9555.0,Salt Lake County,Office,7,5460,14.0
7254.450000000001,Salt Lake County,Industrial,8,6909,25.0
2084.55,Salt Lake County,Industrial,8,3207,25.0
6701.870000000001,Salt Lake County,Office,8,5039,39.0
2408.63,Salt Lake County,Office,8,1811,39.0
4992.820000000001,Salt Lake County,Office,8,3754,39.0
4660.0,Salt Lake County,Retail,8,2000,114.0
52334.66,Salt Lake County,Industrial,8,113771,22.0
1203.65,Salt Lake County,Office/Medical,20,905,68.0
7632.0,Salt Lake County,Industrial,8,7632,47.0
2100.0,Salt Lake County,Flex,2,2000,24.0
1800.0,Salt Lake County,Industrial,2,2000,24.0
2700.0,Salt Lake County,Industrial,8,3600,56.0
2250.0,Salt Lake County,Industrial,8,3000,56.0
29009.75,Salt Lake County,Office,9,16577,42.0
37541.0,Salt Lake County,Office,9,21452,42.0
24823.75,Salt Lake County,Office,9,14185,42.0
20258.0,Salt Lake County,Office,9,11576,42.0
9133.019999999999,Salt Lake County,Office,9,3903,72.0
8952.84,Salt Lake County,Office,9,3826,72.0
9203.22,Salt Lake County,Office,9,3933,72.0
12449.36,Salt Lake County,Office,9,8084,41.0
8750.0,Salt Lake County,Retail,9,2500,0.0
17455.98,Salt Lake County,Industrial,9,16314,54.0
4837.5,Salt Lake County,Retail,9,2150,34.0
10656.0,Salt Lake County,Industrial,9,7104,67.0
10405.0,Salt Lake County,Office,9,10405,44.0
5524.200000000001,Salt Lake County,Industrial,1,5022,45.0
6979.500000000001,Salt Lake County,Industrial,1,6345,45.0
7693.320000000001,Salt Lake County,Retail,9,4204,46.0
10000.0,Salt Lake County,Flex,6,10000,38.0
2663.25,Salt Lake County,Flex,6,3551,38.0
4502.32,Salt Lake County,Office,1,2696,39.0
32372.04,Salt Lake County,Office,8,10212,9.0
23819.38,Salt Lake County,Office,8,7514,9.0
43694.560000000005,Salt Lake County,Office,3,21007,26.0
12704.640000000001,Salt Lake County,Office,3,6108,26.0
22413.440000000002,Salt Lake County,Industrial,11,20012,24.0
2706.52,Salt Lake County,Office,1,1906,26.0
710.0,Salt Lake County,Office,1,500,26.0
8662.0,Salt Lake County,Office,1,6100,26.0
2416.8399999999997,Salt Lake County,Office,3,1702,38.0
6416.280000000001,Salt Lake County,Office,12,4113,27.0
4268.16,Salt Lake County,Office,12,2736,27.0
4216.68,Salt Lake County,Office,12,2703,27.0
2456.3,Salt Lake County,Industrial,12,2233,53.0
1200.0,Salt Lake County,Industrial,12,12000,66.0
6188.0,Salt Lake County,Retail,0,3400,34.0
2000.0,Salt Lake County,Industrial,1,500,9.0
4410.0,Salt Lake County,Industrial,1,3000,9.0
5056.0,Salt Lake County,Retail,1,2528,24.0
1875.0,Salt Lake County,Industrial,1,1500,30.0
1875.0,Salt Lake County,Industrial,1,1500,30.0
5859.599999999999,Salt Lake County,Flex,2,4883,21.0
3116.12,Salt Lake County,Office,0,1436,16.0
10229.44,Salt Lake County,Office,6,4918,4.0
10316.800000000001,Salt Lake County,Office,6,4960,4.0
9965.06,Salt Lake County,Office,1,4187,7.0
4079.3199999999997,Salt Lake County,Office,1,1714,7.0
7456.0,Salt Lake County,Office,5,3200,0.0
32267.52,Salt Lake County,Retail,11,16806,37.0
4558.53,Salt Lake County,Office,6,2491,16.0
8348.460000000001,Salt Lake County,Office,6,4562,16.0
52208.0,Salt Lake County,Office,9,25100,7.0
54084.16,Salt Lake County,Office,9,26002,7.0
54144.48,Salt Lake County,Office,9,26031,7.0
54167.36,Salt Lake County,Office,9,26042,7.0
51814.880000000005,Salt Lake County,Office,9,24911,7.0
7357.44,Salt Lake County,Office,10,3832,18.0
6606.5199999999995,Salt Lake County,Medical,5,3956,18.0
4878.0,Salt Lake County,Office/Medical,5,2439,18.0
3440.2,Utah County,Retail,3,2060,3.0
3128.14,Utah County,Office/Retail,0,1366,18.0
3141.42,Utah County,Office/Retail,0,1277,18.0
7440.0,Utah County,Industrial,1,8000,1.0
6976.5,Cache County,Industrial,20,9302,1.0
5725.0,Salt Lake County,Office,100,2500,5.0
6042.400000000001,Salt Lake County,Office,0,2905,19.0
3061.76,Salt Lake County,Office,0,1472,0.0
3192.0,Salt Lake County,Office/Retail,0,2400,8.0
4709.4,Salt Lake County,Retail,4,2820,20.0
2290.0,Salt Lake County,Retail,4,2290,20.0
3340.0,Salt Lake County,Flex,4,2000,-1.0
3340.0,Salt Lake County,Flex,4,2000,-1.0
3340.0,Salt Lake County,Flex,4,2000,-1.0
3340.0,Salt Lake County,Flex,4,2000,-1.0
3340.0,Salt Lake County,Flex,4,2000,-1.0
3340.0,Salt Lake County,Flex,4,2000,-1.0
3340.0,Salt Lake County,Retail,4,2000,-1.0
3340.0,Salt Lake County,Retail,4,2000,-1.0
3340.0,Salt Lake County,Retail,4,2000,-1.0
3340.0,Salt Lake County,Retail,4,2000,-1.0
3340.0,Salt Lake County,Retail,4,2000,-1.0
4655.28,Salt Lake County,Office,2,2282,31.0
25777.44,Salt Lake County,Office,2,12636,31.0
25777.44,Salt Lake County,Office,2,12636,31.0
2322.45,Salt Lake County,Office,5,1985,27.0
2580.2000000000003,Weber County,Office,1,1940,16.0
1938.56,Weber County,Retail,13,832,20.0
3050.0,Weber County,Retail,13,1220,20.0
18000.0,Salt Lake County,Retail,4,6000,67.0
5555.25,Salt Lake County,Retail,8,2469,0.0
3899.25,Salt Lake County,Retail,8,1733,0.0
1859.3400000000001,Salt Lake County,Retail,8,798,0.0
4557.0,Salt Lake County,Retail,8,2100,0.0
7668.26,Utah County,Retail,0,3019,49.0
5625.0,Utah County,Flex,0,4500,0.0
5000.0,Utah County,Office,1,5000,6.0
4000.0,Utah County,Office,1,4000,6.0
5000.0,Utah County,Flex,1,5000,6.0
5135.0,Utah County,Flex,2,4108,0.0
3706.25,Utah County,Flex,2,2965,0.0
3755.0,Utah County,Flex,2,3004,0.0
3755.0,Utah County,Flex,2,3004,0.0
2305.75,Utah County,Industrial,3,2005,0.0
2305.75,Utah County,Industrial,3,2005,0.0
6319.0,Utah County,Flex,3,6319,98.0
38981.25,Utah County,Industrial,5,70875,26.0
3625.2000000000003,Utah County,Flex,1,3420,5.0
2862.0,Utah County,Flex,1,2700,5.0
3444.2499999999995,Utah County,Industrial,5,2995,0.0
6681.36,Utah County,Office,8,2716,0.0
4366.5,Utah County,Office,8,1775,0.0
5689.98,Utah County,Office,8,2313,0.0
5665.38,Utah County,Office,8,2303,0.0
4398.48,Utah County,Office,8,1788,0.0
4425.2,Utah County,Industrial,9,3848,0.0
4786.299999999999,Utah County,Industrial,9,4162,0.0
4425.2,Utah County,Industrial,9,3848,0.0
4786.299999999999,Utah County,Industrial,9,4162,0.0
11358.6,Utah County,Industrial,9,10326,0.0
4786.299999999999,Utah County,Industrial,9,4162,0.0
9156.400000000001,Utah County,Industrial,9,8324,0.0
16721.899999999998,Utah County,Industrial,13,17602,3.0
16515.75,Utah County,Industrial,13,17385,3.0
7386.099999999999,Utah County,Office/Medical,12,2330,0.0
7512.9,Utah County,Office/Retail,12,2370,0.0
4110.6,Utah County,Industrial,1,4420,2.0
2872.3199999999997,Utah County,Industrial,1,2992,2.0
5624.96,Utah County,Industrial,1,5984,2.0
8625.0,Utah County,Industrial,0,6900,1.0
20099.699999999997,Utah County,Industrial,1,17478,1.0
2892.5,Utah County,Industrial,2,2314,4.0
4038.0,Utah County,Industrial,3,4038,7.0
19161.45,Utah County,Flex,4,18249,11.0
12862.300000000001,Utah County,Industrial,2,11693,4.0
6744.150000000001,Utah County,Industrial,2,6423,4.0
7963.200000000001,Utah County,Retail,10,5040,1.0
1320.0,Washington County,Industrial,0,1100,41.0
6195.75,Washington County,Office,1,2253,1.0
499.52,Washington County,Office,1,224,6.0
44.0,Washington County,Office,0,200,59.0
54863.4,Salt Lake County,Office,9,29980,27.0
65598.18000000001,Salt Lake County,Office,9,35846,27.0
32456.88,Salt Lake County,Office,9,17736,27.0
4000.0,Tooele County,Industrial,10,10000,84.0
2988.0,Tooele County,Office/Retail,1,3600,44.0
2083.5,Tooele County,Retail,4,1389,0.0
4800.0,Tooele County,Industrial,9,6000,0.0
4800.0,Tooele County,Industrial,9,6000,0.0
3450.0,Uintah County,Retail,4,2300,29.0
5627.25,Utah County,Industrial,1,4575,16.0
40769.4,Utah County,Industrial,2,47964,8.0
51826.88,Weber County,Office,21,21776,0.0
847.4999999999999,Davis County,Office,3,750,29.0
4394.99,Davis County,Retail,1,1553,17.0
1795.0,Weber County,Industrial,1,1795,17.0
3150.0,Weber County,Flex,5,3000,0.0
3495.0,Salt Lake County,Retail,3,1500,28.0
3495.0,Salt Lake County,Retail,3,1500,28.0
8128.77,Salt Lake County,Office/Medical,0,3291,10.0
11459.7,Salt Lake County,Industrial,1,10914,9.0
2250.0,Salt Lake County,Office,1,1500,19.0
2976.25,Salt Lake County,Flex,1,2381,5.0
4398.03,Salt Lake County,Office,4,3759,21.0
2517.2,Salt Lake County,Office/Retail,5,1160,0.0
2582.2999999999997,Salt Lake County,Office/Retail,5,1190,0.0
2582.2999999999997,Salt Lake County,Office/Retail,5,1190,0.0
2582.2999999999997,Salt Lake County,Office/Retail,5,1190,0.0
2582.2999999999997,Salt Lake County,Office/Retail,5,1190,0.0
3209.52,Salt Lake County,Retail,5,1244,0.0
3450.2999999999997,Salt Lake County,Office/Retail,5,1590,0.0
5882.4,Salt Lake County,Retail,6,1720,1.0
4508.0,Salt Lake County,Industrial,7,3920,3.0
4320.0,Salt Lake County,Flex,7,3600,17.0
4896.0,Salt Lake County,Flex,8,4080,-1.0
4896.0,Salt Lake County,Flex,8,4080,-1.0
4896.0,Salt Lake County,Flex,8,4080,-1.0
5100.0,Salt Lake County,Flex,8,4080,-1.0
5100.0,Salt Lake County,Flex,8,4080,-1.0
5100.0,Salt Lake County,Flex,8,4080,-1.0
5100.0,Salt Lake County,Flex,8,4080,-1.0
8580.539999999999,Salt Lake County,Office,10,5169,14.0
80000.0,Salt Lake County,Retail,10,100000,36.0
16000.0,Salt Lake County,Retail,10,20000,36.0
2654.6800000000003,Salt Lake County,Office,12,1996,19.0
6358.75,Salt Lake County,Industrial,5,5087,0.0
26040.0,Salt Lake County,Industrial,3,26040,-1.0
18480.0,Salt Lake County,Industrial,3,18480,-1.0
8639.43,Salt Lake County,Office,0,4721,38.0
7693.69,Salt Lake County,Office/Medical,1,4607,22.0
3162.0,Salt Lake County,Industrial,1,2108,1.0
2755.5,Salt Lake County,Industrial,1,1837,1.0
5900.0,Salt Lake County,Flex,2,5900,31.0
2688.0,Salt Lake County,Industrial,3,1680,-1.0
2688.0,Salt Lake County,Industrial,3,1680,-1.0
2688.0,Salt Lake County,Industrial,3,1680,-1.0
2688.0,Salt Lake County,Industrial,3,1680,-1.0
2688.0,Salt Lake County,Industrial,3,1680,-1.0
1715.0,Salt Lake County,Industrial,3,980,-1.0
1715.0,Salt Lake County,Industrial,3,980,-1.0
1715.0,Salt Lake County,Industrial,3,980,-1.0
1715.0,Salt Lake County,Industrial,3,980,-1.0
1653.75,Salt Lake County,Industrial,3,945,-1.0
1653.75,Salt Lake County,Industrial,3,945,-1.0
1715.0,Salt Lake County,Industrial,3,980,-1.0
1715.0,Salt Lake County,Industrial,3,980,-1.0
1715.0,Salt Lake County,Industrial,3,980,-1.0
1715.0,Salt Lake County,Industrial,3,980,-1.0
2500.0,Salt Lake County,Industrial,3,2500,46.0
5852.49,Salt Lake County,Office/Retail,4,2697,22.0
5175.04,Salt Lake County,Retail,6,2488,0.0
3633.76,Salt Lake County,Retail,6,1747,0.0
5414.24,Salt Lake County,Retail,6,2603,0.0
5414.24,Salt Lake County,Retail,6,2603,0.0
5414.24,Salt Lake County,Retail,6,2603,0.0
5175.04,Salt Lake County,Retail,6,2488,0.0
2959.84,Salt Lake County,Retail,6,1423,0.0
3159.52,Salt Lake County,Retail,6,1519,0.0
7121.92,Salt Lake County,Retail,6,3424,0.0
7121.92,Salt Lake County,Retail,6,3424,0.0
2895.36,Salt Lake County,Retail,6,1392,0.0
2402.4,Salt Lake County,Retail,6,1155,0.0
2932.8,Salt Lake County,Retail,6,1410,0.0
2098.7200000000003,Salt Lake County,Retail,6,1009,0.0
2098.7200000000003,Salt Lake County,Retail,6,1009,0.0
